TID,CH,EN,Flags
TID_TASK_ExplainTID_20061,<C#000000选中<C#FF3C00【金币仓库】#C>，点击<C#FF3C00【升级】#C>按钮，请静待升级结束或者使用宝石立即完\n成。#C>,,BubbleText
TID_TASK_ExplainTID_20062,<C#000000选中<C#FF3C00【粮食仓库】#C>，点击<C#FF3C00【升级】#C>按钮，请静待升级结束或者使用宝石立即完\n成。#C>,,BubbleText
TID_TASK_ExplainTID_20065,<C#000000您可以通过<C#FF3C00【战斗】→【玩家对战】#C>参与一场玩家对战。#C>,,BubbleText
TID_SKILL_23011,象兵突袭,,
TID_INFO_SKILL_230111,"召唤1只战象兵协同战斗（伤害14，生命200）,冷却时间180秒，手动释放。",,
TID_INFO_SKILL_230112,"召唤1只战象兵协同战斗（伤害19，生命241）,冷却时间180秒，手动释放。",,
TID_INFO_SKILL_230113,"召唤1只战象兵协同战斗（伤害24，生命282）,冷却时间180秒，手动释放。",,
TID_INFO_SKILL_230114,"召唤1只战象兵协同战斗（伤害29，生命323）,冷却时间180秒，手动释放。",,
TID_INFO_SKILL_230115,"召唤1只战象兵协同战斗（伤害35，生命364）,冷却时间180秒，手动释放。",,
TID_SKILL_23021,疾风突进,,
TID_INFO_SKILL_2302111,对目标英雄造成%d点伤害，同时提升自身半径4格范围内所有友方单位移动速度20%%，持续8秒。冷却时间15秒。|117,,
TID_INFO_SKILL_2302112,对目标英雄造成%d点伤害，同时提升自身半径4格范围内所有友方单位移动速度23%%，持续8秒。冷却时间15秒。|129,,
TID_INFO_SKILL_2302113,对目标英雄造成%d点伤害，同时提升自身半径4格范围内所有友方单位移动速度26%%，持续8秒。冷却时间15秒。|142,,
TID_INFO_SKILL_2302114,对目标英雄造成%d点伤害，同时提升自身半径4格范围内所有友方单位移动速度29%%，持续8秒。冷却时间15秒。|154,,
TID_INFO_SKILL_2302115,对目标英雄造成%d点伤害，同时提升自身半径4格范围内所有友方单位移动速度32%%，持续8秒。冷却时间15秒。|168,,
TID_SKILL_23031,春泥护花 ,,
TID_INFO_SKILL_2303111,生成一层护盾抵挡%d点伤害，持续7秒。冷却时间15秒。|198,,
TID_INFO_SKILL_2303112,生成一层护盾抵挡%d点伤害，持续7秒。冷却时间15秒。|238,,
TID_INFO_SKILL_2303113,生成一层护盾抵挡%d点伤害，持续7秒。冷却时间15秒。|279,,
TID_INFO_SKILL_2303114,生成一层护盾抵挡%d点伤害，持续7秒。冷却时间15秒。|319,,
TID_INFO_SKILL_2303115,生成一层护盾抵挡%d点伤害，持续7秒。冷却时间15秒。|360,,
TID_SKILL_23041,破阵,,
TID_INFO_SKILL_2304111,目标为英雄时，进行猛力攻击造成%d点伤害，冷却时间180秒，手动释放。|317,,
TID_INFO_SKILL_2304112,目标为英雄时，进行猛力攻击造成%d点伤害，冷却时间180秒，手动释放。|371,,
TID_INFO_SKILL_2304113,目标为英雄时，进行猛力攻击造成%d点伤害，冷却时间180秒，手动释放。|424,,
TID_INFO_SKILL_2304114,目标为英雄时，进行猛力攻击造成%d点伤害，冷却时间180秒，手动释放。|478,,
TID_INFO_SKILL_2304115,目标为英雄时，进行猛力攻击造成%d点伤害，冷却时间180秒，手动释放。|531,,
TID_SKILL_23051,梦泉弥盾,,
TID_INFO_SKILL_2305111,快速的挥动手中巨盾，抵挡%d伤害，同时减少自身半径4格范围所有敌军22%%的攻速，持续8秒。冷却时间180秒，手动释放。|127,,
TID_INFO_SKILL_2305112,快速的挥动手中巨盾，抵挡%d伤害，同时减少自身半径4格范围所有敌军24%%的攻速，持续8秒。冷却时间180秒，手动释放。|143,,
TID_INFO_SKILL_2305113,快速的挥动手中巨盾，抵挡%d伤害，同时减少自身半径4格范围所有敌军26%%的攻速，持续8秒。冷却时间180秒，手动释放。|160,,
TID_INFO_SKILL_2305114,快速的挥动手中巨盾，抵挡%d伤害，同时减少自身半径4格范围所有敌军28%%的攻速，持续8秒。冷却时间180秒，手动释放。|177,,
TID_INFO_SKILL_2305115,快速的挥动手中巨盾，抵挡%d伤害，同时减少自身半径4格范围所有敌军30%%的攻速，持续8秒。冷却时间180秒，手动释放。|193,,
TID_SKILL_23061,蓄力射击,,
TID_INFO_SKILL_2306111,释放2道弓箭，对自身半径9格范围内随机2个目标造成伤害，每道弓箭对目标造成%d点伤害。冷却时间15秒。|139,,
TID_INFO_SKILL_2306112,释放2道弓箭，对自身半径9格范围内随机2个目标造成伤害，每道弓箭对目标造成%d点伤害。冷却时间15秒。|155,,
TID_INFO_SKILL_2306113,释放2道弓箭，对自身半径9格范围内随机2个目标造成伤害，每道弓箭对目标造成%d点伤害。冷却时间15秒。|171,,
TID_INFO_SKILL_2306114,释放2道弓箭，对自身半径9格范围内随机2个目标造成伤害，每道弓箭对目标造成%d点伤害。冷却时间15秒。|188,,
TID_INFO_SKILL_2306115,释放2道弓箭，对自身半径9格范围内随机2个目标造成伤害，每道弓箭对目标造成%d点伤害。冷却时间15秒。|204,,
TID_SKILL_23071,光明尾迹,,
TID_INFO_SKILL_2307111,回复自身%d点生命，冷却时间15秒。|162,,
TID_INFO_SKILL_2307112,回复自身%d点生命，冷却时间15秒。|198,,
TID_INFO_SKILL_2307113,回复自身%d点生命，冷却时间15秒。|233,,
TID_INFO_SKILL_2307114,回复自身%d点生命，冷却时间15秒。|269,,
TID_INFO_SKILL_2307115,回复自身%d点生命，冷却时间15秒。|305,,
TID_SKILL_23081,罪与罚：雷,,
TID_INFO_SKILL_2308111,对前方敌军造成%d点伤害。冷却时间15秒。|202,,
TID_INFO_SKILL_2308112,对前方敌军造成%d点伤害。冷却时间15秒。|240,,
TID_INFO_SKILL_2308113,对前方敌军造成%d点伤害。冷却时间15秒。|278,,
TID_INFO_SKILL_2308114,对前方敌军造成%d点伤害。冷却时间15秒。|315,,
TID_INFO_SKILL_2308115,对前方敌军造成%d点伤害。冷却时间15秒。|354,,
TID_SKILL_23091,恶魔法阵,,
TID_INFO_SKILL_2309111,对目标及其半径3格范围内所有目标造成%d点伤害。冷却时间180秒，手动释放。|262,,
TID_INFO_SKILL_2309112,对目标及其半径3格范围内所有目标造成%d点伤害。冷却时间180秒，手动释放。|295,,
TID_INFO_SKILL_2309113,对目标及其半径3格范围内所有目标造成%d点伤害。冷却时间180秒，手动释放。|329,,
TID_INFO_SKILL_2309114,对目标及其半径3格范围内所有目标造成%d点伤害。冷却时间180秒，手动释放。|362,,
TID_INFO_SKILL_2309115,对目标及其半径3格范围内所有目标造成%d点伤害。冷却时间180秒，手动释放。|395,,
TID_SKILL_23101,英勇祝福,,
TID_INFO_SKILL_2310111,激励友方英雄，提升20%伤害，持续9秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_2310112,激励友方英雄，提升23%伤害，持续10秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_2310113,激励友方英雄，提升26%伤害，持续11秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_2310114,激励友方英雄，提升29%伤害，持续12秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_2310115,激励友方英雄，提升32%伤害，持续13秒。冷却时间180秒，手动释放。,,
TID_SKILL_33111,巧变之矢,,
TID_INFO_SKILL_3311111,立即对单个目标造成%d点伤害，同时提升自身30%%射程、40%%攻速，持续6秒。冷却时间18秒。|179,,
TID_INFO_SKILL_3311112,立即对单个目标造成%d点伤害，同时提升自身35%%射程、50%%攻速，持续7秒。冷却时间18秒。|205,,
TID_INFO_SKILL_3311113,立即对单个目标造成%d点伤害，同时提升自身40%%射程、60%%攻速，持续8秒。冷却时间18秒。|232,,
TID_INFO_SKILL_3311114,立即对单个目标造成%d点伤害，同时提升自身45%%射程、70%%攻速，持续9秒。冷却时间18秒。|258,,
TID_INFO_SKILL_3311115,立即对单个目标造成%d点伤害，同时提升自身50%%射程、80%%攻速，持续10秒。冷却时间18秒。|284,,
TID_SKILL_33121,青霄孤影,,
TID_INFO_SKILL_3312111,靡靡琴音迷幻附近1个英雄，造成%d伤害，并眩晕3秒。一场战斗只能释放一次。冷却时间180秒，手动释放。|298,,
TID_INFO_SKILL_3312112,靡靡琴音迷幻附近1个英雄，造成%d伤害，并眩晕3秒。一场战斗只能释放一次。冷却时间180秒，手动释放。|342,,
TID_INFO_SKILL_3312113,靡靡琴音迷幻附近1个英雄，造成%d伤害，并眩晕4秒。一场战斗只能释放一次。冷却时间180秒，手动释放。|385,,
TID_INFO_SKILL_3312114,靡靡琴音迷幻附近1个英雄，造成%d伤害，并眩晕4秒。一场战斗只能释放一次。冷却时间180秒，手动释放。|429,,
TID_INFO_SKILL_3312115,靡靡琴音迷幻附近1个英雄，造成%d伤害，并眩晕5秒。一场战斗只能释放一次。冷却时间180秒，手动释放。|473,,
TID_SKILL_33131,夜引凝绝,,
TID_INFO_SKILL_3313111,连续释放4道闪电，每道雷电对单个目标造成%d伤害。冷却时间180秒，手动释放。|478,,
TID_INFO_SKILL_3313112,连续释放4道闪电，每道雷电对单个目标造成%d伤害。冷却时间180秒，手动释放。|535,,
TID_INFO_SKILL_3313113,连续释放4道闪电，每道雷电对单个目标造成%d伤害。冷却时间180秒，手动释放。|592,,
TID_INFO_SKILL_3313114,连续释放4道闪电，每道雷电对单个目标造成%d伤害。冷却时间180秒，手动释放。|649,,
TID_INFO_SKILL_3313115,连续释放4道闪电，每道雷电对单个目标造成%d伤害。冷却时间180秒，手动释放。|707,,
TID_SKILL_33141,礼赞祷言,,
TID_INFO_SKILL_3314111,对友方血量最低的英雄进行治疗，回复%d生命。冷却时间180秒，手动释放。|478,,
TID_INFO_SKILL_3314112,对友方血量最低的英雄进行治疗，回复%d生命。冷却时间180秒，手动释放。|518,,
TID_INFO_SKILL_3314113,对友方血量最低的英雄进行治疗，回复%d生命。冷却时间180秒，手动释放。|558,,
TID_INFO_SKILL_3314114,对友方血量最低的英雄进行治疗，回复%d生命。冷却时间180秒，手动释放。|598,,
TID_INFO_SKILL_3314115,对友方血量最低的英雄进行治疗，回复%d生命。冷却时间180秒，手动释放。|638,,
TID_SKILL_33151,乘胜追击,,
TID_INFO_SKILL_3315111,挥出一道刀光，对前方6*3格范围内的所有敌军造成%d伤害，同时提升自身20%%伤害，持续8秒。冷却时间15秒。|81,,
TID_INFO_SKILL_3315112,挥出一道刀光，对前方6*3格范围内的所有敌军造成%d伤害，同时提升自身22%%伤害，持续8秒。冷却时间15秒。|91,,
TID_INFO_SKILL_3315113,挥出一道刀光，对前方6*3格范围内的所有敌军造成%d伤害，同时提升自身24%%伤害，持续8秒。冷却时间15秒。|102,,
TID_INFO_SKILL_3315114,挥出一道刀光，对前方6*3格范围内的所有敌军造成%d伤害，同时提升自身26%%伤害，持续8秒。冷却时间15秒。|112,,
TID_INFO_SKILL_3315115,挥出一道刀光，对前方6*3格范围内的所有敌军造成%d伤害，同时提升自身28%%伤害，持续8秒。冷却时间15秒。|123,,
TID_SKILL_33161,正义之怒,,
TID_INFO_SKILL_3316111,"以自身为中心4格范围内所有友军伤害提升15%，持续12秒。冷却时间180秒,手动释放。|15",,
TID_INFO_SKILL_3316112,"以自身为中心4格范围内所有友军伤害提升18%，持续12秒。冷却时间180秒,手动释放。|18",,
TID_INFO_SKILL_3316113,"以自身为中心4格范围内所有友军伤害提升21%，持续12秒。冷却时间180秒,手动释放。|21",,
TID_INFO_SKILL_3316114,"以自身为中心4格范围内所有友军伤害提升24%，持续12秒。冷却时间180秒,手动释放。|24",,
TID_INFO_SKILL_3316115,"以自身为中心4格范围内所有友军伤害提升27%，持续12秒。冷却时间180秒,手动释放。|27",,
TID_SKILL_33171,破浪,,
TID_INFO_SKILL_3317111,对目标造成%d点伤害，同时冰冻目标3秒。冷却时间15秒。|138,,
TID_INFO_SKILL_3317112,对目标造成%d点伤害，同时冰冻目标3秒。冷却时间15秒。|150,,
TID_INFO_SKILL_3317113,对目标造成%d点伤害，同时冰冻目标4秒。冷却时间15秒。|162,,
TID_INFO_SKILL_3317114,对目标造成%d点伤害，同时冰冻目标4秒。冷却时间15秒。|174,,
TID_INFO_SKILL_3317115,对目标造成%d点伤害，同时冰冻目标5秒。冷却时间15秒。|187,,
TID_SKILL_33181,幻炎落日,,
TID_INFO_SKILL_3318111,连续释放2道火柱，造成目标及其4格范围内所有敌军%d点伤害。冷却时间180秒，手动释放。|334,,
TID_INFO_SKILL_3318112,连续释放2道火柱，造成目标及其4格范围内所有敌军%d点伤害。冷却时间180秒，手动释放。|374,,
TID_INFO_SKILL_3318113,连续释放2道火柱，造成目标及其4格范围内所有敌军%d点伤害。冷却时间180秒，手动释放。|414,,
TID_INFO_SKILL_3318114,连续释放2道火柱，造成目标及其4格范围内所有敌军%d点伤害。冷却时间180秒，手动释放。|454,,
TID_INFO_SKILL_3318115,连续释放2道火柱，造成目标及其4格范围内所有敌军%d点伤害。冷却时间180秒，手动释放。|494,,
TID_SKILL_33191,多重钉刺,,
TID_INFO_SKILL_3319111,连续释放3道利箭，每道利箭对目标造成%d点伤害。冷却时间15秒。|40,,
TID_INFO_SKILL_3319112,连续释放3道利箭，每道利箭对目标造成%d点伤害。冷却时间15秒。|76,,
TID_INFO_SKILL_3319113,连续释放3道利箭，每道利箭对目标造成%d点伤害。冷却时间15秒。|113,,
TID_INFO_SKILL_3319114,连续释放3道利箭，每道利箭对目标造成%d点伤害。冷却时间15秒。|149,,
TID_INFO_SKILL_3319115,连续释放3道利箭，每道利箭对目标造成%d点伤害。冷却时间15秒。|186,,
TID_SKILL_33201,震荡射击,,
TID_INFO_SKILL_3320111,连续释放3道利箭，每道利箭对目标造成%d点伤害。冷却时间180秒，手动释放。|209,,
TID_INFO_SKILL_3320112,连续释放3道利箭，每道利箭对目标造成%d点伤害。冷却时间180秒，手动释放。|235,,
TID_INFO_SKILL_3320113,连续释放3道利箭，每道利箭对目标造成%d点伤害。冷却时间180秒，手动释放。|260,,
TID_INFO_SKILL_3320114,连续释放3道利箭，每道利箭对目标造成%d点伤害。冷却时间180秒，手动释放。|286,,
TID_INFO_SKILL_3320115,连续释放3道利箭，每道利箭对目标造成%d点伤害。冷却时间180秒，手动释放。|311,,
TID_SKILL_33211,治愈祷言,,
TID_INFO_SKILL_3321111,回复自身%d生命。冷却时间11秒。|287,,
TID_INFO_SKILL_3321112,回复自身%d生命。冷却时间12秒。|333,,
TID_INFO_SKILL_3321113,回复自身%d生命。冷却时间13秒。|379,,
TID_INFO_SKILL_3321114,回复自身%d生命。冷却时间14秒。|425,,
TID_INFO_SKILL_3321115,回复自身%d生命。冷却时间15秒。|471,,
TID_SKILL_33221,真言术：佑,,
TID_INFO_SKILL_3322111,减免48%所受伤害，持续8秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_3322112,减免58%所受伤害，持续8秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_3322113,减免68%所受伤害，持续8秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_3322114,减免78%所受伤害，持续8秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_3322115,减免88%所受伤害，持续8秒。冷却时间180秒，手动释放。,,
TID_SKILL_33231,唤水流,,
TID_INFO_SKILL_3323111,为自己添加一个抵挡%d点伤害的护盾，持续15秒，同时降低其周围4格范围内所有敌方单位88%%攻速。冷却时间180秒，手动释放。|330,,
TID_INFO_SKILL_3323112,为自己添加一个抵挡%d点伤害的护盾，持续15秒，同时降低其周围4格范围内所有敌方单位86%%攻速。冷却时间180秒，手动释放。|379,,
TID_INFO_SKILL_3323113,为自己添加一个抵挡%d点伤害的护盾，持续15秒，同时降低其周围4格范围内所有敌方单位84%%攻速。冷却时间180秒，手动释放。|427,,
TID_INFO_SKILL_3323114,为自己添加一个抵挡%d点伤害的护盾，持续15秒，同时降低其周围4格范围内所有敌方单位82%%攻速。冷却时间180秒，手动释放。|476,,
TID_INFO_SKILL_3323115,为自己添加一个抵挡%d点伤害的护盾，持续15秒，同时降低其周围4格范围内所有敌方单位80%%攻速。冷却时间180秒，手动释放。|524,,
TID_SKILL_33241,妙舞低昂,,
TID_INFO_SKILL_3324111,激励友方英雄，提升20%攻速，持续9秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_3324112,激励友方英雄，提升23%攻速，持续10秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_3324113,激励友方英雄，提升26%攻速，持续11秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_3324114,激励友方英雄，提升29%攻速，持续12秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_3324115,激励友方英雄，提升32%攻速，持续13秒。冷却时间180秒，手动释放。,,
TID_SKILL_33251,震耳啸空,,
TID_INFO_SKILL_3325111,对来犯英雄发出可怕而尖利的吼叫攻击造成%d点伤害。冷却时间180秒，手动释放。|497,,
TID_INFO_SKILL_3325112,对来犯英雄发出可怕而尖利的吼叫攻击造成%d点伤害。冷却时间180秒，手动释放。|576,,
TID_INFO_SKILL_3325113,对来犯英雄发出可怕而尖利的吼叫攻击造成%d点伤害。冷却时间180秒，手动释放。|656,,
TID_INFO_SKILL_3325114,对来犯英雄发出可怕而尖利的吼叫攻击造成%d点伤害。冷却时间180秒，手动释放。|736,,
TID_INFO_SKILL_3325115,对来犯英雄发出可怕而尖利的吼叫攻击造成%d点伤害。冷却时间180秒，手动释放。|816,,
TID_SKILL_33261,剑刃风暴,,
TID_INFO_SKILL_3326111,快速挥动武器对前方6*3格范围内所有敌方造成%d点伤害，同时提升4格范围内所有友方单位移动速度20%%，持续10秒。冷却时间15秒。|57,,
TID_INFO_SKILL_3326112,快速挥动武器对前方6*3格范围内所有敌方造成%d点伤害，同时提升4格范围内所有友方单位移动速度23%%，持续10秒。冷却时间15秒。|92,,
TID_INFO_SKILL_3326113,快速挥动武器对前方6*3格范围内所有敌方造成%d点伤害，同时提升4格范围内所有友方单位移动速度26%%，持续10秒。冷却时间15秒。|126,,
TID_INFO_SKILL_3326114,快速挥动武器对前方6*3格范围内所有敌方造成%d点伤害，同时提升4格范围内所有友方单位移动速度29%%，持续10秒。冷却时间15秒。|160,,
TID_INFO_SKILL_3326115,快速挥动武器对前方6*3格范围内所有敌方造成%d点伤害，同时提升4格范围内所有友方单位移动速度32%%，持续10秒。冷却时间15秒。|195,,
TID_SKILL_33271,冥界引歌,,
TID_INFO_SKILL_3327111,对当前目标释放一道无法抗拒的魅惑之音造成%d伤害。冷却时间13秒，自动释放。|331,,
TID_INFO_SKILL_3327112,对当前目标释放一道无法抗拒的魅惑之音造成%d伤害。冷却时间13秒，自动释放。|384,,
TID_INFO_SKILL_3327113,对当前目标释放一道无法抗拒的魅惑之音造成%d伤害。冷却时间13秒，自动释放。|437,,
TID_INFO_SKILL_3327114,对当前目标释放一道无法抗拒的魅惑之音造成%d伤害。冷却时间13秒，自动释放。|491,,
TID_INFO_SKILL_3327115,对当前目标释放一道无法抗拒的魅惑之音造成%d伤害。冷却时间13秒，自动释放。|543,,
TID_SKILL_33281,回春礼赞,,
TID_INFO_SKILL_3328111,释放治疗术，12秒内持续治疗4格范围内所有友军，每秒回复%d点生命。冷却时间180秒，手动释放。|145,,
TID_INFO_SKILL_3328112,释放治疗术，12秒内持续治疗4格范围内所有友军，每秒回复%d点生命。冷却时间180秒，手动释放。|164,,
TID_INFO_SKILL_3328113,释放治疗术，12秒内持续治疗4格范围内所有友军，每秒回复%d点生命。冷却时间180秒，手动释放。|182,,
TID_INFO_SKILL_3328114,释放治疗术，12秒内持续治疗4格范围内所有友军，每秒回复%d点生命。冷却时间180秒，手动释放。|201,,
TID_INFO_SKILL_3328115,释放治疗术，12秒内持续治疗4格范围内所有友军，每秒回复%d点生命。冷却时间180秒，手动释放。|221,,
TID_SKILL_33291,巨人之力,,
TID_INFO_SKILL_3329111,目标为英雄时，对其造成%d点伤害。冷却时间180秒，手动释放。|363,,
TID_INFO_SKILL_3329112,目标为英雄时，对其造成%d点伤害。冷却时间180秒，手动释放。|405,,
TID_INFO_SKILL_3329113,目标为英雄时，对其造成%d点伤害。冷却时间180秒，手动释放。|447,,
TID_INFO_SKILL_3329114,目标为英雄时，对其造成%d点伤害。冷却时间180秒，手动释放。|489,,
TID_INFO_SKILL_3329115,目标为英雄时，对其造成%d点伤害。冷却时间180秒，手动释放。|532,,
TID_SKILL_33301,英仙霖雨,,
TID_INFO_SKILL_3330111,射出一片箭雨，对前方6*3格范围内所有敌军造成%d伤害，同时提升自身20%%攻速，持续8秒，冷却时间15秒。|62,,
TID_INFO_SKILL_3330112,射出一片箭雨，对前方6*3格范围内所有敌军造成%d伤害，同时提升自身23%%攻速，持续8秒，冷却时间15秒。|72,,
TID_INFO_SKILL_3330113,射出一片箭雨，对前方6*3格范围内所有敌军造成%d伤害，同时提升自身26%%攻速，持续8秒，冷却时间15秒。|82,,
TID_INFO_SKILL_3330114,射出一片箭雨，对前方6*3格范围内所有敌军造成%d伤害，同时提升自身29%%攻速，持续8秒，冷却时间15秒。|93,,
TID_INFO_SKILL_3330115,射出一片箭雨，对前方6*3格范围内所有敌军造成%d伤害，同时提升自身32%%攻速，持续8秒，冷却时间15秒。|103,,
TID_SKILL_43311,致死顺劈,,
TID_INFO_SKILL_4331111,快速的挥出2道刀光，命中目标后爆炸，对目标及周围敌军造成%d点伤害。冷却时间18秒。|214,,
TID_INFO_SKILL_4331112,快速的挥出2道刀光，命中目标后爆炸，对目标及周围敌军造成%d点伤害。冷却时间18秒。|249,,
TID_INFO_SKILL_4331113,快速的挥出2道刀光，命中目标后爆炸，对目标及周围敌军造成%d点伤害。冷却时间18秒。|285,,
TID_INFO_SKILL_4331114,快速的挥出2道刀光，命中目标后爆炸，对目标及周围敌军造成%d点伤害。冷却时间18秒。|321,,
TID_INFO_SKILL_4331115,快速的挥出2道刀光，命中目标后爆炸，对目标及周围敌军造成%d点伤害。冷却时间18秒。|357,,
TID_SKILL_43321,铁甲专精,,
TID_INFO_SKILL_4332111,召唤1个铁骑（伤害42，生命463），并给场上所有的骑兵、重甲骑兵、铁甲骑士、骠骑兵、战车、重装甲车、战象、攻城高仑添加一个抵挡243点伤害的护盾，持续10秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_4332112,召唤1个铁骑（伤害51，生命569），并给场上所有的骑兵、重甲骑兵、铁甲骑士、骠骑兵、战车、重装甲车、战象、攻城高仑添加一个抵挡288点伤害的护盾，持续10秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_4332113,召唤1个铁骑（伤害61，生命675），并给场上所有的骑兵、重甲骑兵、铁甲骑士、骠骑兵、战车、重装甲车、战象、攻城高仑添加一个抵挡333点伤害的护盾，持续10秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_4332114,召唤1个铁骑（伤害70，生命781），并给场上所有的骑兵、重甲骑兵、铁甲骑士、骠骑兵、战车、重装甲车、战象、攻城高仑添加一个抵挡378点伤害的护盾，持续10秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_4332115,召唤1个铁骑（伤害80，生命888），并给场上所有的骑兵、重甲骑兵、铁甲骑士、骠骑兵、战车、重装甲车、战象、攻城高仑添加一个抵挡423点伤害的护盾，持续10秒。冷却时间180秒，手动释放。,,
TID_SKILL_43331,震荡钉刺,,
TID_INFO_SKILL_4333111,乱箭飞舞，射出5道箭矢，每道箭对目标造成%d点伤害。冷却时间180秒，手动释放。|437,,
TID_INFO_SKILL_4333112,乱箭飞舞，射出5道箭矢，每道箭对目标造成%d点伤害。冷却时间180秒，手动释放。|468,,
TID_INFO_SKILL_4333113,乱箭飞舞，射出5道箭矢，每道箭对目标造成%d点伤害。冷却时间180秒，手动释放。|499,,
TID_INFO_SKILL_4333114,乱箭飞舞，射出5道箭矢，每道箭对目标造成%d点伤害。冷却时间180秒，手动释放。|531,,
TID_INFO_SKILL_4333115,乱箭飞舞，射出5道箭矢，每道箭对目标造成%d点伤害。冷却时间180秒，手动释放。|562,,
TID_SKILL_43341,治疗祷言,,
TID_INFO_SKILL_4334111,对6格范围内友方英雄进行4次治疗，每次治疗%d生命。冷却时间18秒。|161,,
TID_INFO_SKILL_4334112,对6格范围内友方英雄进行4次治疗，每次治疗%d生命。冷却时间18秒。|191,,
TID_INFO_SKILL_4334113,对6格范围内友方英雄进行4次治疗，每次治疗%d生命。冷却时间18秒。|221,,
TID_INFO_SKILL_4334114,对6格范围内友方英雄进行4次治疗，每次治疗%d生命。冷却时间18秒。|251,,
TID_INFO_SKILL_4334115,对6格范围内友方英雄进行4次治疗，每次治疗%d生命。冷却时间18秒。|281,,
TID_SKILL_43351,戒律术：盾,,
TID_INFO_SKILL_4335111,释放一个护盾抵挡%d点伤害，持续10秒，护盾解除时候对周围造成%d点伤害。冷却时间180秒，手动释放。|388|234,,
TID_INFO_SKILL_4335112,释放一个护盾抵挡%d点伤害，持续10秒，护盾解除时候对周围造成%d点伤害。冷却时间180秒，手动释放。|458|265,,
TID_INFO_SKILL_4335113,释放一个护盾抵挡%d点伤害，持续10秒，护盾解除时候对周围造成%d点伤害。冷却时间180秒，手动释放。|529|296,,
TID_INFO_SKILL_4335114,释放一个护盾抵挡%d点伤害，持续10秒，护盾解除时候对周围造成%d点伤害。冷却时间180秒，手动释放。|599|327,,
TID_INFO_SKILL_4335115,释放一个护盾抵挡%d点伤害，持续10秒，护盾解除时候对周围造成%d点伤害。冷却时间180秒，手动释放。|670|358,,
TID_SKILL_43361,正义庇护,,
TID_INFO_SKILL_4336111,为友方2个英雄添加护盾，抵挡%d点伤害，持续18秒。冷却时间180秒，手动释放。|205,,
TID_INFO_SKILL_4336112,为友方2个英雄添加护盾，抵挡%d点伤害，持续18秒。冷却时间180秒，手动释放。|231,,
TID_INFO_SKILL_4336113,为友方2个英雄添加护盾，抵挡%d点伤害，持续18秒。冷却时间180秒，手动释放。|257,,
TID_INFO_SKILL_4336114,为友方2个英雄添加护盾，抵挡%d点伤害，持续18秒。冷却时间180秒，手动释放。|283,,
TID_INFO_SKILL_4336115,为友方2个英雄添加护盾，抵挡%d点伤害，持续18秒。冷却时间180秒，手动释放。|309,,
TID_SKILL_43371,舞柳神杨,,
TID_INFO_SKILL_4337111,激励友军，提升范围内所有友军16%攻速，14%移动速度，持续14秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_4337112,激励友军，提升范围内所有友军17%攻速，15%移动速度，持续14秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_4337113,激励友军，提升范围内所有友军18%攻速，16%移动速度，持续14秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_4337114,激励友军，提升范围内所有友军19%攻速，17%移动速度，持续14秒。冷却时间180秒，手动释放。,,
TID_INFO_SKILL_4337115,激励友军，提升范围内所有友军20%攻速，18%移动速度，持续14秒。冷却时间180秒，手动释放。,,
TID_SKILL_43381,光明礼赞,,
TID_INFO_SKILL_43381111,为所有友方英雄进行疗伤，回复%d点生命。冷却时间180秒，手动释放。|329,,
TID_INFO_SKILL_43381112,为所有友方英雄进行疗伤，回复%d点生命。冷却时间180秒，手动释放。|364,,
TID_INFO_SKILL_43381113,为所有友方英雄进行疗伤，回复%d点生命。冷却时间180秒，手动释放。|399,,
TID_INFO_SKILL_43381114,为所有友方英雄进行疗伤，回复%d点生命。冷却时间180秒，手动释放。|435,,
TID_INFO_SKILL_43381115,为所有友方英雄进行疗伤，回复%d点生命。冷却时间180秒，手动释放。|470,,
TID_SKILL_43391,毁灭打击,,
TID_INFO_SKILL_4339111,目标为敌方英雄时对其造成%d伤害。冷却时间180秒，手动释放。|557,,
TID_INFO_SKILL_4339112,目标为敌方英雄时对其造成%d伤害。冷却时间180秒，手动释放。|652,,
TID_INFO_SKILL_4339113,目标为敌方英雄时对其造成%d伤害。冷却时间180秒，手动释放。|747,,
TID_INFO_SKILL_4339114,目标为敌方英雄时对其造成%d伤害。冷却时间180秒，手动释放。|842,,
